layer,head,accuracy
17,8,0.9034593724859211
17,9,0.8873692679002414
17,10,0.8793242156074015
17,11,0.9066773934030571
17,12,0.8970233306516492
17,13,0.8857602574416734
17,14,0.8946098149637972
17,15,0.8889782783588094
17,16,0.9026548672566371
17,17,0.8921962992759453
17,18,0.8849557522123894
17,19,0.8865647626709574
17,20,0.8962188254223652
17,21,0.8889782783588094
17,22,0.8905872888173774
17,23,0.8753016894609815
17,24,0.8616251005631537
17,25,0.8793242156074015
17,26,0.8728881737731295
17,27,0.8865647626709574
17,28,0.8954143201930812
17,29,0.8817377312952535
17,30,0.8930008045052292
17,31,0.8921962992759453
18,0,0.8970233306516492
18,1,0.9026548672566371
18,2,0.8913917940466614
18,3,0.8946098149637972
18,4,0.8720836685438456
18,5,0.9058728881737731
18,6,0.8785197103781175
18,7,0.9034593724859211
18,8,0.8841512469831054
18,9,0.8938053097345132
18,10,0.8889782783588094
18,11,0.8841512469831054
18,12,0.8921962992759453
18,13,0.8970233306516492
18,14,0.8913917940466614
18,15,0.8921962992759453
18,16,0.8648431214802896
18,17,0.8970233306516492
18,18,0.8849557522123894
18,19,0.8801287208366855
18,20,0.8865647626709574
18,21,0.8495575221238938
18,22,0.8793242156074015
18,23,0.8777152051488335
18,24,0.8954143201930812
18,25,0.8962188254223652
18,26,0.9026548672566371
18,27,0.8793242156074015
18,28,0.8777152051488335
18,29,0.8889782783588094
18,30,0.8873692679002414
18,31,0.8696701528559936
19,0,0.8962188254223652
19,1,0.8938053097345132
19,2,0.8881737731295254
19,3,0.8954143201930812
19,4,0.8970233306516492
19,5,0.8954143201930812
19,6,0.8938053097345132
19,7,0.9010458567980691
19,8,0.9082864038616251
19,9,0.8930008045052292
19,10,0.9042638777152051
19,11,0.9058728881737731
19,12,0.8801287208366855
19,13,0.8962188254223652
19,14,0.8833467417538214
19,15,0.8753016894609815
19,16,0.8930008045052292
19,17,0.8881737731295254
19,18,0.8978278358809332
19,19,0.8809332260659695
19,20,0.8873692679002414
19,21,0.8921962992759453
19,22,0.8938053097345132
19,23,0.8865647626709574
19,24,0.8873692679002414
19,25,0.8511665325824618
19,26,0.8970233306516492
19,27,0.8576025744167337
19,28,0.8913917940466614
19,29,0.8994368463395012
19,30,0.8994368463395012
19,31,0.8938053097345132
20,0,0.8954143201930812
20,1,0.8962188254223652
20,2,0.8793242156074015
20,3,0.8809332260659695
20,4,0.9034593724859211
20,5,0.9042638777152051
20,6,0.9010458567980691
20,7,0.9026548672566371
20,8,0.9058728881737731
20,9,0.910699919549477
20,10,0.8946098149637972
20,11,0.9042638777152051
20,12,0.8857602574416734
20,13,0.8785197103781175
20,14,0.8736926790024135
20,15,0.8696701528559936
20,16,0.8905872888173774
20,17,0.8954143201930812
20,18,0.8881737731295254
20,19,0.8793242156074015
20,20,0.8471440064360418
20,21,0.8809332260659695
20,22,0.8447304907481898
20,23,0.8857602574416734
20,24,0.8930008045052292
20,25,0.8905872888173774
20,26,0.8777152051488335
20,27,0.9026548672566371
20,28,0.8889782783588094
20,29,0.9018503620273531
20,30,0.8785197103781175
20,31,0.8865647626709574
21,0,0.8849557522123894
21,1,0.8720836685438456
21,2,0.8938053097345132
21,3,0.8921962992759453
21,4,0.8938053097345132
21,5,0.8905872888173774
21,6,0.8970233306516492
21,7,0.8962188254223652
21,8,0.8986323411102172
21,9,0.8946098149637972
21,10,0.8986323411102172
21,11,0.8994368463395012
21,12,0.8809332260659695
21,13,0.8503620273531778
21,14,0.8382944489139179
21,15,0.8849557522123894
21,16,0.8970233306516492
21,17,0.8962188254223652
21,18,0.9002413515687852
21,19,0.8962188254223652
21,20,0.8736926790024135
21,21,0.8849557522123894
21,22,0.8833467417538214
21,23,0.9010458567980691
21,24,0.8672566371681416
21,25,0.8897827835880934
21,26,0.8825422365245374
21,27,0.8801287208366855
21,28,0.8519710378117458
21,29,0.8696701528559936
21,30,0.8358809332260659
21,31,0.8825422365245374
22,0,0.8664521319388576
22,1,0.8197908286403862
22,2,0.8576025744167337
22,3,0.8551890587288817
22,4,0.8978278358809332
22,5,0.8761061946902655
22,6,0.8825422365245374
22,7,0.8720836685438456
22,8,0.8833467417538214
22,9,0.8930008045052292
22,10,0.8970233306516492
22,11,0.8970233306516492
22,12,0.8527755430410298
22,13,0.8471440064360418
22,14,0.8471440064360418
22,15,0.826226870474658
22,16,0.8994368463395012
22,17,0.8921962992759453
22,18,0.8897827835880934
22,19,0.8921962992759453
22,20,0.7956556717618665
22,21,0.7747385358004827
22,22,0.7980691874497184
22,23,0.7441673370876911
22,24,0.9034593724859211
22,25,0.8849557522123894
22,26,0.8897827835880934
22,27,0.8970233306516492
22,28,0.8495575221238938
22,29,0.8809332260659695
22,30,0.9034593724859211
22,31,0.8181818181818182
23,0,0.8897827835880934
23,1,0.8913917940466614
23,2,0.8954143201930812
23,3,0.8801287208366855
23,4,0.8664521319388576
23,5,0.8390989541432019
23,6,0.8431214802896219
23,7,0.8978278358809332
23,8,0.8873692679002414
23,9,0.8970233306516492
23,10,0.8994368463395012
23,11,0.8777152051488335
23,12,0.831053901850362
23,13,0.8238133547868061
23,14,0.8559935639581657
23,15,0.8769106999195495
23,16,0.9010458567980691
23,17,0.8897827835880934
23,18,0.8801287208366855
23,19,0.8648431214802896
23,20,0.8519710378117458
23,21,0.8986323411102172
23,22,0.8487530168946098
23,23,0.8849557522123894
23,24,0.8921962992759453
23,25,0.8761061946902655
23,26,0.8696701528559936
23,27,0.8390989541432019
23,28,0.8921962992759453
23,29,0.8921962992759453
23,30,0.8913917940466614
23,31,0.8913917940466614
24,0,0.8841512469831054
24,1,0.8680611423974256
24,2,0.8905872888173774
24,3,0.8415124698310539
24,4,0.8978278358809332
24,5,0.8962188254223652
24,6,0.8857602574416734
24,7,0.8841512469831054
24,8,0.8857602574416734
24,9,0.8841512469831054
24,10,0.8511665325824618
24,11,0.8085277554304103
24,12,0.8785197103781175
24,13,0.8849557522123894
24,14,0.8994368463395012
24,15,0.8994368463395012
24,16,0.8559935639581657
24,17,0.831858407079646
24,18,0.8873692679002414
24,19,0.8849557522123894
24,20,0.833467417538214
24,21,0.8415124698310539
24,22,0.8020917135961384
24,23,0.8447304907481898
24,24,0.8189863234111022
24,25,0.830249396621078
24,26,0.83266291230893
24,27,0.8785197103781175
24,28,0.9050683829444891
24,29,0.9034593724859211
24,30,0.9074818986323411
24,31,0.8978278358809332
25,0,0.8865647626709574
25,1,0.8720836685438456
25,2,0.8881737731295254
25,3,0.8584070796460177
25,4,0.8157683024939663
25,5,0.826226870474658
25,6,0.8189863234111022
25,7,0.7980691874497184
25,8,0.8889782783588094
25,9,0.8986323411102172
25,10,0.8873692679002414
25,11,0.8954143201930812
25,12,0.8399034593724859
25,13,0.8415124698310539
25,14,0.82864038616251
25,15,0.83266291230893
25,16,0.8921962992759453
25,17,0.8841512469831054
25,18,0.8913917940466614
25,19,0.8873692679002414
25,20,0.8833467417538214
25,21,0.9058728881737731
25,22,0.8962188254223652
25,23,0.9050683829444891
25,24,0.8954143201930812
25,25,0.8696701528559936
25,26,0.8688656476267096
25,27,0.8785197103781175
25,28,0.8833467417538214
25,29,0.8986323411102172
25,30,0.8889782783588094
25,31,0.8841512469831054
26,0,0.8769106999195495
26,1,0.8897827835880934
26,2,0.8744971842316975
26,3,0.8865647626709574
26,4,0.8986323411102172
26,5,0.9034593724859211
26,6,0.8753016894609815
26,7,0.8905872888173774
26,8,0.9002413515687852
26,9,0.8913917940466614
26,10,0.8921962992759453
26,11,0.9002413515687852
26,12,0.827835880933226
26,13,0.8616251005631537
26,14,0.8093322606596943
26,15,0.834271922767498
26,16,0.8720836685438456
26,17,0.8905872888173774
26,18,0.8720836685438456
26,19,0.8841512469831054
26,20,0.8921962992759453
26,21,0.8913917940466614
26,22,0.8986323411102172
26,23,0.8970233306516492
26,24,0.8487530168946098
26,25,0.8978278358809332
26,26,0.8841512469831054
26,27,0.8865647626709574
26,28,0.8479485116653258
26,29,0.7554304102976669
26,30,0.8608205953338697
26,31,0.7731295253419147
27,0,0.8366854384553499
27,1,0.8519710378117458
27,2,0.8592115848753017
27,3,0.8479485116653258
27,4,0.7843925985518906
27,5,0.8085277554304103
27,6,0.8125502815768303
27,7,0.8173773129525342
27,8,0.8946098149637972
27,9,0.8865647626709574
27,10,0.8873692679002414
27,11,0.8865647626709574
27,12,0.8712791633145616
27,13,0.8753016894609815
27,14,0.8889782783588094
27,15,0.8825422365245374
27,16,0.82461786001609
27,17,0.8656476267095736
27,18,0.831858407079646
27,19,0.8720836685438456
27,20,0.7433628318584071
27,21,0.8656476267095736
27,22,0.7425583266291231
27,23,0.7666934835076428
